Username,Rating,Review,App
Pengguna Google,5,KELEBIHANNYA BAYAR LEWAT MANAPUN BISA🌟🏆🌟KOMPLIT DAN CEPAT TANGGAP🏆💯🏆💯,Tokopedia
Pengguna Google,5,good app,Tokopedia
Pengguna Google,3,"sedikit masukkan untuk kalian para developer Tokopedia. mbok ya Tokopedia dikasih rating untuk ekspedisi jasa pengiriman. jadi kan kita bisa ngasih ulasan buat para ekspedisi bukan cuman produk nya doang. terkadang kita juga mendapatkan perlakuan random baik secara estimasi pengirimannya, barang yang penyok, kurir yang agak gimana. jadi para ekspedisi biar bisa berbenah lewat ratingnya sebagai bahan evaluasi mereka",Tokopedia
Pengguna Google,3,"kalo ongkirnya dikit lgsg dibatalin sama sistemnya jir pelit ongkir co, 2x kaya gitu tapi yg kena malah semua akunku gadapet promo lagi. but sejauh ini produknya (semisal promo) murah bgt tp yaa minusnya gitu deh",Tokopedia
Pengguna Google,5,Sudah lancar kembali,Tokopedia
Pengguna Google,5,mudah dn dpt d percaya,Tokopedia
Pengguna Google,2,"Saya mau mengajukan komplain, saat saya klik tombol ""ajukan komplain"" malah tertolak. Gak ada solusi dari CS Tokopedia. Gak ada solusi dr penjual juga. Bagaimana ini?",Tokopedia
Pengguna Google,2,Saya kasih bintang 2 karna rekomendasi pengeriman dari pihak tokped menggunakan ID express sangat tidak rekomendasi karna pelayanannya buruk banget,Tokopedia
Pengguna Google,1,"Sy coba belanja lewat toko ini, barang gua nyampe² Toko apaAn",Tokopedia
Pengguna Google,5,"bagus sangat bermanfaat, bnyk diskon harga murah",Tokopedia
Pengguna Google,1,"pesan instan dll sangat lambat, disemua toko",Tokopedia
Pengguna Google,5,"sangat membantu, layanan bagus belanja lebih mudah",Tokopedia
Pengguna Google,1,"Pelayanan tokepedia tidak memuaskan klau ada bintang nol sya ksih nol dah,bisanya cuman bisa ngambil untung doang dari transaksi mending apk oren...",Tokopedia
Pengguna Google,4,baii,Tokopedia
Pengguna Google,5,waa. penggunaan Tokopedia sangat mudah tapi masih banyak penjual yang licik,Tokopedia
Pengguna Google,1,Minta update padahal udah update terbaru,Tokopedia
Pengguna Google,1,"Halo kak saya ada beli barang di hari Sabtu pas saya check out udh langsung cancel kanmalah sama penjual nya di tolak dan gopay nya tidak di balikin dan malah proses pengiriman tapi , saya sudah ajukan di chat tapi ga cepat di repson nya tolong tindakan nya secepat nya",Tokopedia
Pengguna Google,1,"Maaf aku kasih bintang 1, ga tau kenapa tiba² gopaylaterku diblokir pdahal tgl 1 pas jatuh tempo kemaren udah aku bayar sesuai rincian",Tokopedia
Pengguna Google,1,Ga asik lagi Toped.. terlalu berpihak pada seller yg sesuka hati ganti harga..bye,Tokopedia
Pengguna Google,3,Aslinya sih aku suka belanja di tokopedia tapi pengirimannya lama sekaliiii dan informasi tentang status pengiriman pun tidak jelas,Tokopedia
Pengguna Google,1,"Menyediakan promo, tapi di batalkan sistem, yang refund susah di cairkan, ga rekomen banget pake tokped",Tokopedia
Pengguna Google,1,"apasi kurir gak jelas udah 2mggu belum dijemput""pesanan",Tokopedia
Pengguna Google,5,sangat mantap dan nyaman,Tokopedia
Pengguna Google,1,Penggantarannya lama sekali,Tokopedia
Pengguna Google,1,Pantesan banyak rating bintang 1 Emang aplikasi gak kompeten Pantesan kalah saing sama shopee,Tokopedia
Pengguna Google,1,Kurir rekomendasi nya bayar tapi kualitas sangat 👎👎👎,Tokopedia
Pengguna Google,5,Poko Tokopedia top,Tokopedia
Pengguna Google,2,"stop pake id express yaaa, mending JNE/ jnt aja udah bener kurir nya, udah gila Expres apaan gada express"" nya",Tokopedia
Pengguna Google,5,sangat membantu ketika kita membutuhkan sesuatu saat kita dalam kondisi tidak pegang uang.,Tokopedia
Pengguna Google,2,"Ini bug apa kebijakan? Ngeselin banget! Ada diskon potongan harga 15K pas mau pembayaran masukin PIN via gopay. Sengaja mau kembali dulu buat ngecek lagi, eh diskonnya malah ilangg!!",Tokopedia
Pengguna Google,2,Jelek kurir rekomendasinya terutama J&T pengirimannya sangat lambat ongkir mahal..haha..,Tokopedia
Pengguna Google,2,Kecewa dengan pengiriman nya sangat lama beda sama toko oren,Tokopedia
Pengguna Google,1,"Dana saya g tau kemana,jadi milik siapa. Cs Tokopediacare tidak ada solusi malah bikin bingung jawabannya. Cs tokopedia wa juga g ada jawaban untuk dana saya. Review akan saya edit kalau ada kejelasan untuk dana saya kemana. Terimakasih.",Tokopedia
Pengguna Google,1,Mengecewakan app ini bikin rugi orang lain app ini sudah dua kali di rugikan Krena pesan barang taunya toko offline bahkan sampai saat ini offline kalau offline kenapa harus ada di app seharusnya ada pemberitahuan khusus soal itu memang mengecewakan,Tokopedia
Pengguna Google,1,"Layanan tidak memuaskan tidak bisa komplain pada hari saat barang sampai, apk belanja online terburuk mending shopeeeeeeee",Tokopedia
Pengguna Google,1,Tokopedia gak guna skrg .. saya ajukan komplen barang bermasalah dan meminta pick up baranf yg bermasalah barangnya tidak di pick up. dan tiba tiba saja pesanan selesai .. karena komplen selesai . . kan aneh . saya rugi dapat barang rusak yg ratusan ribu tanpa pertanggung jawaban tokopedia.. buat apa asa fitu konfirmasi pesanan dan komplen pesanan.. udh gitu chat bot nya gangguan dan responnya lemot ga guna.. Rugi saya ... tanggung jawab tokopedia,Tokopedia
Pengguna Google,1,Asli jangan mau download aplikasi ini tokopedia fiturnya gak guna kalau mau belanja di Shopee aja tau lazada jelek amat,Tokopedia
Pengguna Google,1,Toped burik lama2,Tokopedia
Pengguna Google,1,"Icon voucher nya mana? Kok malah ilang, mau liat list voucher gabisaa",Tokopedia
Pengguna Google,5,wahhh bagus banget,Tokopedia
Pengguna Google,5,"Walaupun masih ada kendala disana sini seperti contoh aplikasi masih termasuk lamban untuk era sekarang ini mungkin dikarenakan butuh server yang sangat mumpuni untuk melayani begitu banyak tugas aplikasi , namun aplikasi masuk kategori aplikasi yang bagus menurut saya .",Tokopedia
Pengguna Google,5,Sempurna sekali aplikasih ini,Tokopedia
Pengguna Google,1,"Kecewa banget, masa kemarin udah cekout barang yang berdiskon, dan udah bayar. Malah di batalkan sistem. Pas cek barang yg sama udah ga diskon lagi. Klo ga niat kasih diskon. Ga usah embel2 bertuliskan diskon gitu. Bikin kecewa aja.",Tokopedia
Pengguna Google,4,voucher promo ga jelas infonya,Tokopedia
Pengguna Google,3,pernah punya pengalaman kurang menyenangkan belanja di sisi. komplain barang tidak lengkap ditolak seller karena tidak ada video unboxing (susah upload😔) harusnya ada aturan seller menimbang berat barang sebenarnya sebelum masuk kurir. pembeli juga menimbang sebelum dibuka untuk memastikan barang yg diterima sama persis. jadi ada jejak forensik yg jelas,Tokopedia
Pengguna Google,1,Sudah mulai,Tokopedia
Pengguna Google,5,Paling suka belanja di tokped,Tokopedia
Pengguna Google,2,"Jasa kirim tolong diganti dengan yang lebih amanah pak, usahakan jangan siCepat, dan JNE, tidak pernah tepat waktu untuk tiba paket",Tokopedia
Pengguna Google,3,"Sepertinya ada bug di Tokopedia, Tiba-tiba Keluar akun sendiri dan susah verifikasi, (Samsung Galaxy A05) Mohon perbaiki, Terimakasih",Tokopedia
Pengguna Google,1,Makin kesini kurir rekomendasi nya banyak abal abal.. ngehambat kerjaan orang jadinya..,Tokopedia
Pengguna Google,1,"sering banget bermasalah kalau beli sesuatu ditokoes.semua kebijakannya nyusahin pembeli.proses pembatalan susah,retur barang susah,bahkan mau chat sama cs aja susah.cukup tau aja sih tokped ini ancur banget.",Tokopedia
Pengguna Google,5,bagus apk nya belanja nya juga murah murah,Tokopedia
Pengguna Google,1,"Saya tidak bisa menggunakan voucher apapun, dengan alasan akun saya melanggar aturan, padahal saya tidak tahu dan tidak melanggar apapun",Tokopedia
Pengguna Google,1,Saya sebagai seller sangat di rugikan dengan kebijakan Tokopedia. Aplikasi jelek sepanjang masa,Tokopedia
Pengguna Google,1,"PARAH BGT SOLUSI DARI TOKOPEDIA, BELI BRG DARI 27 FEB, SAMPAI 10 MARET, GA JELAS ITU BRG ADA DMN, SOLUSI TOKOPEDIACARE KELAMAAN, DUIT GA BALIK², PEMBELI HRS MENUNGGU 3 HARI UTK INVESTIGASI BRG, STLH 3 HARI, MSH DIPERPANJANG MAKIN GA JELAS, MENGECEWAKAN!!!!! SAYA SDH SKRINSUT UTK BUKTINYA!!!",Tokopedia
Pengguna Google,1,KEBAANYAKAN UPDATE MENUH MENUHIN RUANG AJAA,Tokopedia
Pengguna Google,1,Terlalu sulitembuat pin,Tokopedia
Pengguna Google,5,Diskon nya gak ngontak voucher ongkir nya selalu ada,Tokopedia
Pengguna Google,1,"gajelas, kurir rekomendasi sejatinya unrecomended, seminggu loh paket saya gak bergerak, mending di toko oren",Tokopedia
Pengguna Google,5,ok siiiiiiiih,Tokopedia
Pengguna Google,5,cukup bintang yg bicara.,Tokopedia
Pengguna Google,1,"Kalian bikin aplikasi ini smakin ditinggalkn pengguna setia. Saya menggunakan apk ini bbrp bln sejak muncul pertama kali, tp skrg jd smakin malas menggunakan krn terus menerus muncul notifikasi WAJIB UPDATE yg sangat mengganggu smtr hampir stiap bln pasti ada update even bulanan 1-1; 2-2; 3-3 dst.. Pdhal tdk semua pengguna mengejar event tsb. Dan jika trjadi komplain/mslh transaksi di event² tsb, pembelilah yg dirugikan krn pngantian hanya sbatas uang yg disetor bkn hrga brng sblm diskon. RUGI!",Tokopedia
Pengguna Google,5,bagus banyak promonya,Tokopedia
Pengguna Google,5,bagus.,Tokopedia
Pengguna Google,1,apalaj ni aplikasi nyediain kurir nggk becus kerja semua ongkir mahal pelayanan nggk becus paket nggk gerak gerak apalah pantes mulai sepi aplikasi mending ke shoope aja yg jelas kerja kurirnya,Tokopedia
Pengguna Google,1,"Woyyyy....Toped yg bener aja dong info tagihan airnya AETRA,Sudah dibayar,kenapa masih ada Tagihannya???? Lagi Error apa sableng sih?????? !!!!!!!!!!!!betulin tuh servernya,Ngacoooo!!!!!!!!",Tokopedia
Pengguna Google,5,mantsp puas banget disconnya boos,Tokopedia
Pengguna Google,1,Promonya gak jelas.,Tokopedia
Pengguna Google,5,"aplikasi yg sangat membantu, menunya tidak ribet, praktis, kalau biasa banyakin promo² nya",Tokopedia
Pengguna Google,5,Terimakasih,Tokopedia
Pengguna Google,5,Aplikasi bagus bermanfaat&mempermudah untuk di jamam skrng yg ingin belanja apapun,Tokopedia
Pengguna Google,1,"Barang terlambat datang, total 3 barang yg tidak sesuai dengan estimasi kedatangan dan terlambat. Ingin menanyakan kejelasan di harus menunggu 2 hari. Mau menghubungi CS juga tidak bisa. Terus kita harus menunggu tanpa kejelasan? Sudah telat, masak harus menunggu lagi sih. Setidaknya berikan kami penjelasan kenapa bisa telat dan status shiping tidak ada perubahan selama beberapa hari..? Males lama2 pakai tokopedia.",Tokopedia
Pengguna Google,1,system gajelas,Tokopedia
Pengguna Google,3,UI/UX nya lebih bagus yang lama,Tokopedia
Pengguna Google,5,aplikasi the best gak pelit promo,Tokopedia
Pengguna Google,2,Cek keranjang ngebug,Tokopedia
Pengguna Google,1,"kenapa setelah update kok jdi aneh ya,tiba2 pesanan dibatalkan krn tidak memenuhi syarat,terus yg salah pembeli gitu? lalu tiba2 setelah itu promo diakunnya hilang pdhal gak jdi kepakai ini gimana ya? makin diupdate bukan nya makin lebih baik gitu",Tokopedia
Pengguna Google,5,toko online terbaik,Tokopedia
Pengguna Google,5,Ok.,Tokopedia
Pengguna Google,3,mantul harga terjangkau,Tokopedia
Pengguna Google,5,Harga murah,Tokopedia
Pengguna Google,1,"Setiap Ada permasalahan dengan proses pesanan. Selalu penyelesaiannya yang sangat tidak memuaskan. Dibatalkanpun harus menunggu kedua belah pihak, padahal pesanan masih di proses, status proses sudah seminggu, hampir 8 hari belum masuk ke pengiriman. Chat seller ga pernah di balas. Minta penyelesaian pembatalan via customer care sangat tidak memuaskan. buang buang waktu belanja di Tokopedia, tidak seperti lazada dan shopee. Selalu ada garansi kepuasan pelanggan..",Tokopedia
Pengguna Google,1,"menampilkan barang dewasa !, jelas2 umur gua 33 tahun .aplikasi cacat",Tokopedia
Pengguna Google,5,"Kenapa gk dari dulu gw instal nih apk, biasa beli di lazada/shope trs nyoba apk tokped eh di kasih diskon langsung 27k, baru beli 3/4 hari eh dapet diskon lagi 27k, eh besok nya dpt lagi diskon 20k, ini bener² di luar dugaan",Tokopedia
Pengguna Google,5,"pelayanan terbaik, cepat,aman,",Tokopedia
Pengguna Google,1,Pernah ketipu sama Syamsudin karyawan tokoped gopay 300 RB melayang ke BRInya,Tokopedia
Pengguna Google,5,Baik n cepat,Tokopedia
Pengguna Google,1,"apaan banget coba ni aplikasi , kurir bermasalah terus , Tokopedia care juga ga guna , pesanan ga dikirim kirim padahal katanya udah tiba di tujuan",Tokopedia
Pengguna Google,1,"Udh gk nyaman aplikasi tokped,lemot sekarang mh",Tokopedia
Pengguna Google,5,Jan masuk tok keren banget gan ye,Tokopedia
Pengguna Google,1,Habis update malah force close mulu,Tokopedia
Pengguna Google,1,"Saya pengguna lama, semenjak Tokopedia release.. baru kali ini saya gak bisa maklum dengan cacat aplikasi setelah update terakhir. Setiap klik produk mesti muncul halaman awal video dll yang gak guna karena loading nya laaammmaaaa... Bikin gak betah explore. HP saya kelas mid end RAM 12 gb loohh... Internet 4G+ tapi ketika buka halaman produk loading nya ngeselin... Kembalikan ke setingan awal, atau user Tokopedia bakalan habis berpindah...",Tokopedia
Pengguna Google,5,tapi saya ga bisa verifikasi ya agar bisa beli Vape elektrik,Tokopedia
Pengguna Google,5,Bagus 💪,Tokopedia
Pengguna Google,1,Penganan yg buruk sekali.. sudah ada bukti transfer dan juga bukti mutasi tapi tetap tidak ada pengembalian dana dengan alasan dana tidak masuk.. Apa lu mau bilang kalo bank nya yg nipu Barang tidak ada uang pun tidak bisa kembali,Tokopedia
Pengguna Google,5,"Saya komplen dari yang, barang bermasalah, pengembalian dana sampe barang belom sampai tapi keterangannya ""tiba di tujuan"" Semua komplenan SELESAI. Terimakasih untuk TOKOPEDIA atas PELAYANANNYA. ❤❤❤❤❤❤❤❤",Tokopedia
Pengguna Google,1,Sudah lama pakai.semua limit hilang....udah bangkrut kayak GK ada dana lagi di tokopedia.bangrut smua limit letter di nol kan.waaah parah padahal sblum2nya bagus pembayaran.sudah bangkrut GK cuman sy aja smua temen juga demikian.makin GK bagus aja pelayanan nya,Tokopedia
Pengguna Google,5,toko serba ada.,Tokopedia
Pengguna Google,2,"Tolonglah kalo expedisi yg lambat2 kaya wahana jangan di masukin ke sistem, ga bisa di komplain juga lagi",Tokopedia
Pengguna Google,1,Teruntuk Tokopedia hilangkan saja fitur batalkan pesanan klo ujung²nya penjual menolak pengajuan pembatalan biar sama² dirugikan,Tokopedia
Pengguna Google,1,"HEI APLIKATOR KORUPTOR KENAPA JIKA TRANSAKSI GAGAL ANDA TIDAK MENGEMBALIKAN DENGAN BIAYA PENUH, NAMUN YANG ANDA REFUND HANYA BIAYA POKOK SEDANGKAN BIAYA LAIN2 YANG JUGA KAMI BAYARKAN TIDAK DIKEMBALIKAN, APA INI CARAMU CARI UANG DENGAN MEMBATALKAN TRANSAKSI DAN MENGAMBIL UANG DARI BIAYA LAIN2 ??????",Tokopedia
Pengguna Google,1,Tiap order selalu dibatalkan sistem ... Gak niat jualan apk nya,Tokopedia
Pengguna Google,1,"Makin aneh ni tokped saya beli barang di tiga toko, pengirimannya di jeda mulu sampai berhari hari ada yang 2hr belum dikirim ada yg 4hr malah blm dikirim juga, saya gak nyalahin pihak ekspedisi tapi pihak tokonya napa barang saya belum dikirim juga 😏 Gada yang bener belanja lewat tokped ni tokonya nya ancur semua. Maaf bukan saya membandingkan aplikasi lain saat ini oke oke aja gada masalah untuk kirim2 😔😔",Tokopedia
Pengguna Google,3,"Buat promo, harga dan kelengkapan barang memang top, cuman kekurangan di durasi/lamanya pengiriman barang, untuk di luar pulau bisa memakan waktu 1minggu lebih dan di dalam pulau/daerah bahkan bisa memakan waktu 3-7 hari pengiriman. Tolong di perbaiki lagi sistemnya.",Tokopedia
Pengguna Google,1,"Si CEPAT HALU expedisi TOLOL , barang 4 hari dikurir lain,bisa 14 hari belum sampai!",Tokopedia
Pengguna Google,1,"Pembayaran sering gagal tanpa alasannya yg jelas,minimal kalo tidak memenuhi syarat di kasih tau jangan tiba² gagal mana gk ada info tentang syaratnya lagi aneh",Tokopedia
Pengguna Google,4,bagus tapi gak bisa cod,Tokopedia
Pengguna Google,1,"Tambah Lemot,, Sering Nge Hang,, Sortir produk dari harga terendah - tertinggi ga akurat.",Tokopedia
Pengguna Google,1,aplikasi sampah,Tokopedia
Pengguna Google,1,"Tolong, itu jasa pengiriman itu biarkan kami konsumen yg pilih, jangan dari sistem tokopedia yg pilihkan, paket saya, untuk jasa kirim, SICEPAT sudah 2 hari tidak sampai2, dan status pengiriman tidak ada perubahan, JNT juga terima COD",Tokopedia
Pengguna Google,1,Busuk tidak nyampe barang nya,Tokopedia
Pengguna Google,5,mantap joss,Tokopedia
Pengguna Google,5,lah iya bagus,Tokopedia
Pengguna Google,1,"Maaf sistem pelayanan Tokopedia semakin kesini semakin buruk terutama kurir expedisi JNT meretur paket seanak jidatnya, konsekuensi apa yang akan di berikan kepada kurir semacam itu..",Tokopedia
Pengguna Google,1,Kok akun gue logout sendiri yang bener aje lu,Tokopedia
Pengguna Google,4,gacor minnn🔥🔥🔥,Tokopedia
Pengguna Google,1,"customer servicenya busukkk , pembayaran qris saldo udah kepotong tapi status masih menunggu (blm dibayar) chat cs kaya bot balesnya , udh gitu lama .. entah lah duit gw ilang kemana wkkwk . busuk bgt pelayanannya , kaga lagi"" gw pake nih aplikasi .. sampahhh!!!",Tokopedia
Pengguna Google,2,Tolong percepat pengiriman,Tokopedia
Pengguna Google,1,Aplikasi gak mutu,Tokopedia
Pengguna Google,1,Penjual di appl sok sibuk banget sampe ditanya gak mau jawab kocak,Tokopedia
Pengguna Google,1,Setiap mau masuk ke bagian transaksi untuk ngecek barang yang di beli pasti selalu aplikasinya keluar sendiri dan ada notifikasi aplikasi tidak ada tanggapan,Tokopedia
Pengguna Google,1,"ADMIN TONYETNYA JUTEK, GA KASIH SOLUSI APAPUN",Tokopedia
Pengguna Google,1,Baru daftar aja udah di persulit.masukin token aja di persulit padahal udah masukin sandi yang pling susah tapi .token tidak valid hampir 50 kata sandi berbeda tidak bisa auto uninstall,Tokopedia
Pengguna Google,1,"Makin kesini makin aneh2 ni tokped, Cs nya lemot, chat sekarang bales kapan, vocher batal sistem terus.. Masi lebih baik toko oyen..",Tokopedia
Pengguna Google,3,"Itu expedisi id express mnding jangan dipale recemoded buat ngirim brng, Gila",Tokopedia
Pengguna Google,1,"Aplikasi minta di update,aplikasi cuma 36MB pdahal memori ada 1,11 GB kenapa gagal terus hadeh",Tokopedia
Pengguna Google,1,Saat ini Mengecewakan,Tokopedia
Pengguna Google,3,Lemot,Tokopedia
Pengguna Google,1,Setelah saya baca komen saya jadi takut untuk download Tokopedia .jadi saya komen aja semoga semakin baik bukan meburuk,Tokopedia
Pengguna Google,5,sangat membantu sekali...,Tokopedia
Pengguna Google,1,jangan download g rekomen bngt,Tokopedia
Pengguna Google,5,"Saya Pengguna baru,Semoga Tokped tidak mengecewakan.",Tokopedia
Pengguna Google,3,bagus ³,Tokopedia
Pengguna Google,1,"Ngasih bintang 1 aja saya sebenernya keberatan juga, Transaksi pembayaran sudah sukses malah di batalkan sistem, dan dana saya di tahan pengajuan ke CS malah berbelit Belit ,sampai sekarang dana saya masih di tahan..mana dana nya 10jt lagi .. nyesel transaksi di sini mending di flat room lain aja gak seribet disini",Tokopedia
Pengguna Google,1,"sedikit kecewa dengan tokped, ggra 1 problem ada yg kirim paket ghaib ke saya melalui aplikasi tokped, padahal dlu tokped aman2 aja lho aplikasi belanja favorit saya malahan, saya chat cs pun lama dibalasnya tidak ditindaklanjuti, kecewa saya dengan tokped",Tokopedia
Pengguna Google,4,Min saya ada promo kok gak bisa di pakai,Tokopedia
Pengguna Google,5,bagus banyak diskon,Tokopedia
Pengguna Google,1,buruk loading lama,Tokopedia
Pengguna Google,1,"Aneh sistem nya pesanan di batalin otomatis, terus ada lagi pengiriman salah .. kek nya di sengaja dah.. udh jelas alamat ada no hp ada ..hdeh mana udh di tf juga .. kacau .. dahlah cape pengiriman lama respon komplain nunggu 3 hari tapi gk tau bisa jadi 3 bulan wkwk ..",Tokopedia
Pengguna Google,1,"Saya heran dengan tokopedia,makin lama makin kacau,sistem pembayaran makin gk karuan,cod udah gk ada bayar pake paylater gk bisa,padahal paylater saya gk ada masalah tiap tgl 1 saya selalu tepat bayar.d karena kan saya butuh barang ya terpaksa belanja pake aplikasi lain. Saran saya untuk tokopedia jangan kepedean kalo sistem seperti ini terus bisa bisa konsumen pada lari ke aplikasi lain,dan aplikasi lain lebih menjanjikan. Selamat tinggal tokopedia.",Tokopedia
Pengguna Google,1,Iklan mu itu loh ganggu aja cok,Tokopedia
Pengguna Google,1,"Kecewa banget sama tokped, Sistem keamanannya sangat minim, banyak akun penipu tapi susah untuk klaimnya, sudah coba ikuti sesuai petunjuk tetep ga bisa, untuk minta refund uang agar tidak di teruskan ke penjual penipu tapi susahnya minta ampun, sangat tidak aman",Tokopedia
Pengguna Google,4,pokoknya tokped tdk mengecewakan...,Tokopedia
Pengguna Google,1,"Tolong di cek lagi, ini update toped terbaru jd lemot di hp.. Buka keranjang loading lama bgt. Buka produk jg loading terus.. Jgn terlalu banyak update tdk jelas dan memakan memori besar",Tokopedia
Pengguna Google,3,pembayaran cod hanya ada satu 1x,Tokopedia
Pengguna Google,1,Kenapa aplikasi tokped jadi lola dan sering tidak bisa di gunakan untuk chatt seller utk bertanya tentang produknya.....,Tokopedia
Pengguna Google,1,Barang dateng gk sesuai tanggal Dan dateng lamaa,Tokopedia
Pengguna Google,5,toko online terpercaya dan terbaik,Tokopedia
Pengguna Google,2,"Belanja disini karena ada duit di Gopay, seller ga ngirim2 udah 4 hari akhirnya di cancel system. Beli di toko berbeda malah pengiriman lama banget pake JNE. Sumpah harus extra sabar kalo di Tokopedia.",Tokopedia
Pengguna Google,1,Ecommerce paling lambat response keluhan customer...bad..slow response..e commerce terburuk yang pernah ada..Harusnya tokopedia quick response kalau pengiriman diluar kewajaran..diluar estimasi..jangan nunggu dikomplain..payah..yang dirugikan seller dan pembeli..Hapus tokopedia jangan pernah pakai tokopedia..konsumen selalu dirugikan.. #tokopedia#ecommerce yg merugikan konsumen,Tokopedia
Pengguna Google,3,"Lebih utamakan perbanyak gratis ongkir & diskon awal tahun, terutama untuk rekomendasi kurir agar bisa manual pilih sendiri bukan sistem yg pilihkan ekspedisinya, sekian overrall sudah bagus selain diskonnya, tingkatkan lagi layanannya serta eventnya diperbanyak, Terima Kasih.",Tokopedia
Pengguna Google,5,"thank u so much tokopedia ! banyak promo nya, gak ribet, pengirimannya cepat, ga banyak lag, lovee tokopedia so muchh <33",Tokopedia
Pengguna Google,1,"Tolong ya, ini saya ngajuin komplen kok loading mulu. Jelek bangettt",Tokopedia
Pengguna Google,5,"solutif, ada transaksi gagal di atas 10 juta langsung dikembalikan kurang dari 1 jam.",Tokopedia
Pengguna Google,1,Vouchernya makin ngaco,Tokopedia
Pengguna Google,1,"Pengalaman yang sangat buruk, management nya sangat buruk, malah prioritaskan penjual dari pada pembeli, penjual adalah kontrak, pembeli adalah tamu yang layak di hormati, harap kebijakan systemnya di benahi",Tokopedia
Pengguna Google,5,bguss asa vocer setiap hario sukaa bgttt,Tokopedia
Pengguna Google,1,"Tokopedia emng diskon nya gede awal² pengguna baru, tapi kurir² nya itu loh lamaa bangett kalo ngirimm bisa sampe nunggu 2mingguan pesen basreng aja 2 Minggu baru sampee haduhh ganti² aja tuh kurirnyaa",Tokopedia
Pengguna Google,1,Notifikasinya gak umum. Mengganggu. Perdetik pasti selalu ada notifikasi.,Tokopedia
Pengguna Google,1,"Pusat komplain tokopedia membuat keputusan sepihak yang banyak meugikan konsumen , saya rugi jutaan rupiah gara2 aplikasi ini tidak berlaku adil terhadap pelanggan , jadi saya tidak pernah pake aplikasi sampah ini",Tokopedia
Pengguna Google,5,Dapet kupon,Tokopedia
Pengguna Google,1,"Sy pke Tokopedia udh lama, tp skrg jd nyebelin. Dulu, pesan ke penjual bs dihapus, skrng nggak. Kadang ada notif, tp pas dicek kosong. Fitur liat penjual aktif/nggaknya jg hilang, kasih ruang buat penjual nakal. Di app lain, pesan & notif bs dihapus, status aktif penjual ada. Brg yg dicari di Tokopedia sering ga ada, tp di app lain malah ada, mgkn krn penjual lbh bnyk. Kalo update, jgn cuma ubah tampilan, tp jg perbaiki masalah penjual nakal & balikin fitur2 yg dulu ada.",Tokopedia
Pengguna Google,3,"Teruntuk TOKOPEDIA. please lahhh jangan pake ekspedisi yang ngga sat sat. Pake J&T EXPRESS atau JNE REG aja bisa ngga??? Paketku lohh ga dikirim kirim. Masa iyaa kudu ambil sendiri terus. Di daerahku pake ekspedisi (ID EXPRESS, NINJA, SI CEPAT Tuh kurang RECOMMEND Yaa) tolong di perbaiki. Terimakasih!",Tokopedia
Pengguna Google,5,Mudah dicari tapi suka salah saya pernah beli barang free 1dp 2 beda warna janjinya ternyata lain dg jg diminta,Tokopedia
Pengguna Google,1,udah ekspedisi rekomendasi gak bisa milih kayak toko sebelah Eh sekarang pembayaran dipaksa pake virtual account dan dikenakan biaya pula Koplak Ini sih bikin kapok pada kabur ke toko sebelah deh,Tokopedia
Pengguna Google,1,"Gak jelas ni tokped lama2, barang di tulisnya promo, pas checkout, harganya knapa jadi berubah, mahal bgt, mending tulis aja harga asli, jgn ngecoh, bikin males lama2",Tokopedia
Pengguna Google,5,Tokopedia mang oie,Tokopedia
Pengguna Google,1,tampilan makin aneh jadi lemot,Tokopedia
Pengguna Google,5,memuaskan. puasa belanja di tokopedia,Tokopedia
Pengguna Google,2,"Banyak barang 18+ tidak sesuai sama barang yang di cari mana ga bisa dihilangin lagi, jadi perih mata saya😒 mohon diperbaiki",Tokopedia
Pengguna Google,5,tokped keren...,Tokopedia
Pengguna Google,3,"Ketika lgi berselancar di tokped lama kelamaan jdi lemot memuat produk, pdhl sinyal dan data aman",Tokopedia
Pengguna Google,1,Lama banget pengiriman nya udah 10 hari ga sampe-sampe trus masa ada asuransi pengiriman nya mana gede lagi ga sesuai dengan harga di aplikasi nya.,Tokopedia
Pengguna Google,1,PAKET LAMA DIKIRIM TIDAK SESUAI ESTIMASI DAN RIWAYAT PERJALANAN PAKET NYANGKUT,Tokopedia
Pengguna Google,1,"Nyesel kecewa sama apk ini ,saya tarik dana dari saldo tokped udah dari tgl 4 sampe tgl 9 ga ada uang masuk ke rekening . Estimasi pertama 1x24 jam . Terus mundur lagi 3x24 jam Mundur lagi sampe bulan 8 jam 23.59 .gada uang masuk ke rekening . PARAH!!!!",Tokopedia
Pengguna Google,1,Bunga gopay leher mencekik bagi kaum kebawah kayk saya telat sehari denda 50rb aplikasi lain itu 2 bulan cumak 20rb dendanya,Tokopedia
Pengguna Google,5,semoga menjadi amanah,Tokopedia
Pengguna Google,5,good tokopediq emang the best dr toko online lainya👍👍👍👍,Tokopedia
Pengguna Google,5,Sy msh perdana di sini,Tokopedia
Pengguna Google,5,banyak gratis ongkir,Tokopedia
Pengguna Google,5,cepat mudah terpercaya,Tokopedia
Pengguna Google,5,Ada apa dng Tokopedia... Ada bnyk Promo dan voucer tp tdk bs di gunakan..,Tokopedia
Pengguna Google,1,"Mulai maret 2025 tiap kali mau CO selalu error, berulang-ulang refresh, udh cek upgrade apk jg jd bikin gak nyaman sbg customer yg udh lama banget gunain Tokopedia, ada apa ini? Apa bakalan ikutan tutup jg Tokopedia?",Tokopedia
